,text,category
90,punt indienen beroepschrift punt verschijnen ter zitting rechtbank punt indienen hoger beroepschrift punt verschijnen ter zitting college waarde per punt wegingsfactor bijlage verordening raad december inzake bescherming dieren tijdens vervoer daarmee samenhangende activiteiten wijziging richtlijnen eeg eg verordening eg nr transportverordening artikel algemene voorwaarden vervoer dieren verboden dieren vervoeren laten vervoeren zodanige wijze dieren waarschijnlijk letsel onnodig lijden berokkent bovendien volgende voorwaarden voldaan a vooraf alle nodige voorzieningen getroffen duur transport minimum beperken tijdens transport behoeften dieren voorzien b dieren geschikt voorgenomen transport c vervoermiddel zodanig ontworpen geconstrueerd wordt zodanige wijze onderhouden gebruikt dieren letsel lijden bespaard blijft veiligheid gegarandeerd d laad losvoorzieningen zodanig ontworpen geconstrueerd zodanige wijze onderhouden gebruikt dieren letsel lijden bespaard blijft veiligheid gegarandeerd e personeel dieren omgaat daarvoor nodige opleiding bekwaamheid gelang geval voert werkzaamheden gebruikmaking geweld methode dieren onnodig angstig maakt onnodig letsel leed toebrengt f transport wordt oponthoud plaats bestemming uitgevoerd omstandigheden welzijn dieren regelmatig gecontroleerd behoren stand gehouden g dieren beschikken gelet grootte voorgenomen transport voldoende vloeroppervlak stahoogte h dieren krijgen gezette tijden water voeder rust kwaliteit kwantiteit afgestemd soort grootte artikel houders,7
90,houders dieren plaats vertrek overlading bestemming zorgen ervoor technische voorschriften bijlage i hoofdstuk i hoofdstuk iii afdeling betrekking vervoer dieren nageleefd bijlage i technische voorschriften bedoeld artikel lid artikel lid artikel lid lid onder a hoofdstuk i geschiktheid vervoer,7
90,alleen dieren geschikt voorgenomen transport mogen vervoerd vervoersomstandigheden moeten dien aard dieren letsel onnodig lijden berokkend,7
90,gewonde zwakke zieke dieren staat geacht vervoerd name volgende gevallen a wanneer dieren staat eigen kracht pijnloos bewegen hulp lopen b wanneer ernstige open wonden prolaps vertonen c wanneer drachtige dieren betreft waarvan draagtijd gevorderd dieren week ervoor geworpen d wanneer pasgeboren zoogdieren betreft waarvan navel volledig geheeld e wanneer varkens minder drie weken lammeren minder week kalveren minder tien dagen betreft tenzij minder km vervoerd f wanneer honden katten minder acht weken betreft tenzij vergezeld moeder g wanneer herten bastgewei betreft,8
90,zieke gewonde dieren echter staat geacht vervoerd volgende gevallen a wanneer licht gewonde zieke dieren betreft waarvoor vervoer extra lijden veroorzaakt twijfel wordt advies dierenarts ingewonnen b wanneer vervoerd doeleinden richtlijn eeg raad indien ziekte verwonding deel uitmaakt onderzoeksprogramma c wanneer onder veterinair toezicht vervoerd ten behoeve ingevolge veterinaire behandeling diagnose vervoer mag echter alleen toegestaan dieren onnodig leed berokkent mishandeld d wanneer veterinaire procedures ondergaan verband houden landbouwpraktijken zoals onthoorning castratie mits wonden daarvan volledig geheeld wet dieren artikel,7
90,strafbaarstelling overtredingen eu verordeningen,8
90,verboden strijd handelen krachtens algemene maatregel bestuur ministeriële regeling aangewezen voorschriften eu verordeningen betreffende onderwerpen waarop wet toepassing artikel,8
90,onze minister overtreder bestuurlijke boete opleggen regeling houders dieren artikel,7
90,verbodsbepalingen voorschriften bedoeld artikel eerste lid wet aangewezen artikelen verordening eg nr eerste derde lid verordening eg nr besluit handhaving overige zaken wet dieren artikel,7
90,,8
90,hoogte bestuurlijke boete onze minister overtreder overtreding opleggen wordt overeenkomstig volgende boetecategorieën vastgesteld b categorie,8
90,ministeriële regeling bepalingen waarvoor geval overtreding bestuurlijke boete opgelegd ingedeeld overeenkomstig daarbij aangewezen boetecategorie regeling handhaving overige zaken wet dieren artikel,7
90,hoogte bestuurlijke boete bedoeld wordt vastgesteld overeenkomstig bedragen horen boetecategorieën regeling desbetreffende overtredingen vastgelegd bijlage bedoeld artikel regeling handhaving overige zaken wet dieren regeling houders dieren categorie artikel,7
90,zover artikel betrekking artikelen alsmede bijlagen i ii iv zover genoemd genoemde artikelen verordening eg nr algemene wet bestuursrecht artikel wet bepaalt bestuurlijke boete wegens bepaalde overtreding ten hoogste opgelegd,8
90,indien hoogte bestuurlijke boete wettelijk voorschrift vastgesteld legt bestuursorgaan niettemin lagere bestuurlijke boete indien overtreder aannemelijk maakt vastgestelde boete wegens bijzondere omstandigheden hoog https wetten overheid nl bwbr bijlage informatie artikel besluit waartegen bezwaar gemaakt beroep ingesteld ondanks schending geschreven ongeschreven rechtsregel algemeen rechtsbeginsel orgaan bezwaar beroep beslist stand gelaten indien aannemelijk belanghebbenden daardoor benadeeld,8
91,overwegingen relevante bepalingen,5
91,grond artikel eerste lid aanhef onder a awb bestuursrechter bevoegd verzoek belanghebbende bestuursorgaan veroordelen vergoeding schade belanghebbende lijdt lijden gevolg onrechtmatig besluit,8
91,artikel eerste lid awb bepaalt verzoek schriftelijk wordt ingediend bestuursrechter bevoegd kennis nemen beroep besluit,8
91,artikel tweede lid awb bepaalt ten minste acht weken indienen eerste lid bedoelde verzoekschrift belanghebbende betrokken bestuursorgaan schriftelijk vergoeding schade vraagt tenzij redelijkerwijs gevergd,8
91,artikel awb bepaalt indien bestuursrechter verzoek geheel gedeeltelijk toewijst bestuursorgaan veroordeelt vergoeding schade feiten,8
91,besluit januari primaire besluit verweerder fosfaatrecht verzoekster vastgesteld kg besluit september herzieningsbesluit verweerder fosfaatrecht verzoekster verlaagd kg beslissing bezwaar februari verweerder herzieningsbesluit herroepen fosfaatrecht opnieuw vastgesteld kg,6
91,april verzoekster verweerder melding gedaan overdracht kg fosfaatrecht oktober verzoekster melding weer ingetrokken besluit oktober verweerder melding afgewezen verzoekster herzieningsbesluit onvoldoende fosfaatrecht beschikte mei verzoekster verweerder melding gedaan overdracht kg fosfaatrecht,6
91,besluit december verweerder vergoeding verzoekster toegekend kosten opstellen schaderapport verzoek schadevergoeding,8
91,februari verzoekster fosfaatrecht verkocht per kg september college begrijpt oktober overdracht afgewezen verzoekster herzieningsbesluit onvoldoende fosfaatrecht beschikken kalenderjaar leveringsplicht voldoen verzoekster vervangende fosfaatrechten moeten kopen hogere prijs waarvoor fosfaatrecht verkocht namelijk per kg koop per saldo,6
91,gekost verzoekt vergoeding schade mei verzoekster toegekende fosfaatrechten alsnog verkocht lagere prijs verzoekt schadevergoeding waardedaling,6
91,standpunt verweerder,8
91,verweerder stelt standpunt schade verzoekster stelt geleden gevolg onrechtmatige besluitvorming lage vaststelling fosfaatrecht herzieningsbesluit overdragen fosfaatrechten daaraan ligt intrekking melding overdracht oktober ten grondslag intrekking besluit oktober waarbij melding afgewezen gekruist besluit bezwaar gemaakt betekent schadeveroorzakend besluit verzoek ten grondslag gelegd verzoekster gestelde schade vergoeding aanmerking komt verweerder verwijst hierbij uitspraken college juni ecli nl cbb juli ecli nl cbb subsidiair betwist verweerder omvang schade beoordeling,6
91,tussen partijen geschil herzieningsbesluit onrechtmatig verweerder beginsel aansprakelijk schade verzoekster daardoor geleden,6
91,beoordeling verzoek zoekt college zoveel mogelijk aansluiting schadevergoedingsrecht burgerlijk wetboek bw,0
91,stelplicht bewijslast schade causaal verband tussen onrechtmatig handelen verweerder schade liggen verzoekster bestaan causaal verband dient beoordeeld hand maatstaf bestuursorgaan beslist gehandeld indien onrechtmatige besluiten genomen causale verband bedoeld artikel eerste lid bw condicio sine qua non verband waar gaat immers vastgesteld vergelijking enerzijds situatie zoals werkelijkheid voorgedaan anderzijds hypothetische situatie voorgedaan onrechtmatige gedraging achterwege gebleven,8
91,komen toewijzing verzoek dient verzoekster onder aannemelijk maken schade stelt geleden rechtstreekse gevolg onrechtmatige besluiten,8
91,verzoekster stelt februari fosfaatrecht kg verkocht herzieningsbesluit beschikte onvoldoende fosfaatrecht leveringsplicht voldoen daarom vervangende rechten moeten kopen mei verzoekster fosfaatrecht alsnog verkopen lagere prijs college anders verweerder oordeel eis causaal verband tussen onrechtmatige besluit schade voldaan verweerder fosfaatrecht verzoekster meteen juist vastgesteld verzoekster alle fosfaatrechten meteen verkopen gederfde winst sprake vermogensverlies concreet voorgedaan tijdstip verzoekster alsnog beschikking kreeg rechten verweer verweerder schade wordt veroorzaakt weigering overdracht treft doel verzoekster gestelde schade immers gevolg doorgaan overdracht betreft gederfde winst gevolg koersdaling fosfaatrechten aankoop vervangende fosfaatrechten appellante schade beperkt lijden afnemer aangesproken vanwege nakoming,6
91,college voorts oordeel verzoekster gestelde schade voldoende aannemelijk gemaakt overgelegde ver koopovereenkomsten nota s omvang schade inzichtelijk gemaakt berekening aantal bewijsstukken verzoekster overgelegd betrekking relatie tussen verzoekster hans rietveld agrarische bemiddeling tussenpersoon doet eraan stukken waaronder verzoekster getekende overeenkomsten voldoende aangetoond verzoekster lagere opbrengsten genoten verkoop fosfaatrechten verzoekster gestelde schade,6
91,komt vergoeding aanmerking slotsom,8
91,college verzoek schadevergoeding toewijzen verweerder veroordelen betaling bedrag,9
91,,8
91,bestaat tevens aanleiding verweerder veroordelen proceskosten verzoekster kosten grond besluit proceskosten bestuursrecht derde beroepsmatig verleende bijstand vastgesteld,9
91,punt indienen verzoekschrift punt verschijnen ter zitting waarde per punt wegingsfactor college verweerder opdragen betaalde griffierecht verzoekster vergoeden,4
92,overwegingen relevante bepalingen,5
92,grond artikel eerste lid aanhef onder a awb bestuursrechter bevoegd verzoek belanghebbende bestuursorgaan veroordelen vergoeding schade belanghebbende lijdt lijden gevolg onrechtmatig besluit,8
92,artikel eerste lid awb bepaalt verzoek schriftelijk wordt ingediend bestuursrechter bevoegd kennis nemen beroep besluit,8
92,artikel tweede lid awb bepaalt ten minste acht weken indienen eerste lid bedoelde verzoekschrift belanghebbende betrokken bestuursorgaan schriftelijk vergoeding schade vraagt tenzij redelijkerwijs gevergd,8
92,artikel awb bepaalt indien bestuursrechter verzoek geheel gedeeltelijk toewijst bestuursorgaan veroordeelt vergoeding schade feiten,8
92,besluit januari primaire besluit verweerder fosfaatrecht verzoekster vastgesteld kg besluit september herzieningsbesluit i verweerder fosfaatrecht verzoekster verlaagd kg besluit oktober herzieningsbesluit ii verweerder fosfaatrecht verzoekster verhoogd kg besluit februari beslissing bezwaar verweerder herzieningsbesluit ii gehandhaafd,6
92,februari verzoekster verweerder melding gedaan overdracht kg fosfaatrecht besluit oktober verweerder melding afgewezen verzoekster herzieningsbesluit i onvoldoende fosfaatrecht beschikte verzoekster besluit bezwaar gemaakt november bezwaar weer ingetrokken december verzoekster verweerder melding gedaan overdracht kg fosfaatrecht,6
92,besluit december verweerder vergoeding verzoekster toegekend kosten opstellen schaderapport verzoek schadevergoeding,8
92,verzoekster besloten stoppen houden melkrundvee daarom februari fosfaatrecht kg verkocht herzieningsbesluit i overdracht echter doorgaan november verzoekster alle rechten alsnog verkocht aannemelijk wanneer beschikken volledige kg destijds volledige hoeveelheid verkocht x x,6
92,opgeleverd werkelijke opbrengst x x,8
92,verschil daarmee schade bedraagt,8
92,,8
92,subsidiair stelt verzoekster volgende berekening verzoekster kg fosfaatrecht verkocht,6
92,overdracht doorgaan gevolg onrechtmatige besluitvorming later rechten alsnog verkocht,8
92,verschil daarmee schade bedraagt,8
92,standpunt verweerder,8
92,verweerder stelt standpunt schade verzoekster stelt geleden gevolg onrechtmatige besluitvorming lage vaststelling fosfaatrecht primaire besluit herzieningsbesluit i overdragen fosfaatrechten daaraan ligt besluit oktober ten grondslag waarbij melding overdracht februari afgewezen verzoekster bewaar besluit ingetrokken daarmee besluit onherroepelijk geworden betekent onrechtmatig besluit verzoek ten grondslag gelegd schade vergoeding aanmerking komt verweerder verwijst hierbij uitspraken college juni ecli nl cbb juli ecli nl cbb subsidiair betwist verweerder omvang schade,6
92,schade verzoekster stelt geleden kg fosfaatrecht extra overdragen primaire besluit meteen juiste hoeveelheid fosfaatrecht toegekend volgens verweerder hypothetische schade ten tijde primaire besluit meende verweerder fosfaatrecht nodig betrokken jongvee betekent verzoekster gehinderd bedrijfsvoering tekort fosfaatrechten daardoor schade geleden voorts gebleken verzoekster kg daadwerkelijk willen verkopen ter zitting verweerder betoogd verzoekster schadebeperkend gehandeld rechten december namelijk verkocht per kg terwijl moment per kg waard ter zitting verweerder aangevoerd gestelde koersschade betreft hiervoor genoemde kg voldoet relativiteitsvereiste zaken waarin college eerder conclusie kwam relativiteitsverweer opging hadden alle betrekking situatie waarin melkveehouders kosten hadden gemaakt leveringsplicht voldoen geval sprake daarbij komt desbetreffende fosfaatrechten pas toegekend bestonden registratie gevolg daarvan rechten onder beschermingsbereik artikel derde lid meststoffenwet msw vallen beoordeling,6
92,tussen partijen geschil besluiten waarbij fosfaatrecht aanvankelijk vastgesteld primaire besluit herzieningsbesluit i onrechtmatig verweerder beginsel aansprakelijk schade verzoekster daardoor geleden,6
92,beoordeling verzoek zoekt college zoveel mogelijk aansluiting schadevergoedingsrecht burgerlijk wetboek bw,0
92,stelplicht bewijslast schade causaal verband tussen onrechtmatig handelen verweerder schade liggen verzoekster bestaan causaal verband dient beoordeeld hand maatstaf bestuursorgaan beslist gehandeld indien onrechtmatige besluiten genomen causale verband bedoeld artikel eerste lid bw condicio sine qua non verband waar gaat immers vastgesteld vergelijking enerzijds situatie zoals werkelijkheid voorgedaan anderzijds hypothetische situatie voorgedaan onrechtmatige gedraging achterwege gebleven,8
92,komen toewijzing verzoek dient verzoekster onder aannemelijk maken schade stelt geleden rechtstreekse gevolg onrechtmatige besluiten schade bestaat twee categorieën college hieronder bespreken,8
92,verzoekster stelt schade geleden doordat gevolg herzieningsbesluit i kg fosfaatrecht februari afgesproken prijs per kg verkopen slechts prijs per kg november hoger afromingspercentage plaats college anders verweerder oordeel eis causaal verband tussen onrechtmatige herzieningsbesluit i schade voldaan verweerder fosfaatrecht verzoekster meteen juist vastgesteld verzoekster direct kg fosfaatrecht verkopen gederfde winst sprake vermogensverlies concreet voorgedaan tijdstip verzoekster alsnog beschikking kreeg rechten verweer verweerder schade wordt veroorzaakt weigering overdracht treft doel verzoekster gestelde schade immers gevolg doorgaan overdracht betreft gederfde winst,6
92,college voorts oordeel verzoekster gestelde schade voldoende aannemelijk gemaakt overgelegde facturen koopovereenkomsten bankafschrift omvang schade inzichtelijk gemaakt berekening stukken onderbouwd bewijsstukken verzoekster overgelegd vooral zien relatie tussen verzoekster hans rietveld agrarische bemiddeling tussenpersoon doet eraan stukken waaronder verzoekster getekende overeenkomsten voldoende aangetoond verzoekster lagere opbrengsten genoten verkoop fosfaatrechten overeenkomsten genoemde bankrekening verzoekster bankrekening waarnaar hans rietveld agrarische bemiddeling transactiebedrag overgemaakt verzoekster kader aangevoerde schadepost,6
92,komt vergoeding aanmerking,8
92,verzoekster stelt verder schade geleden doordat kg fosfaatrecht pas herzieningsbesluit ii toegekend pas november verkopen januari meteen juiste hoeveelheid fosfaatrecht toegekend rechten februari verkopen per kg plaats per kg november afromingspercentage plaats,6
92,ten aanzien relativiteitsverweer overweegt college volgt uitspraak juli ecli nl cbb college geoordeeld beschermingsbereik norm artikel derde lid msw alleen juiste vaststelling fosfaatrechten omvat overdracht via verhandeling rechten valt zien waarom anders kg fosfaatrecht waar gaat rechten bestonden zoals verweerder betoogd volgt college fosfaatrecht beslissing bezwaar immers terugwerkende kracht januari vastgesteld relativiteitsverweer slaagt gelet voorgaande,0
92,college oordeel schade vergoeding aanmerking komt ter zitting verweerder erkend college gaat daarvan aannemelijk verzoekster kg fosfaatrecht nodig eigen bedrijfsvoering willen verkopen ten aanzien betoog verweerder verzoekster schadebeperkingsplicht voldaan overweegt college volgt verzoekster ter zitting gemotiveerd betwist fosfaatrechten moment verkoop november per kg waard verweerder stelt prijs afkomstig website fosfaatrecht volgens verzoekster wordt website gemiddelde prijs getoond rechten moment aangeboden verhandelde rechten verweerder eerst ter zitting aangevoerde betoog vervolgens nader onderbouwd volgt college zoals hiervoor,6
92,overwogen college oordeel verzoekster overgelegde stukken voldoende onderbouwd geleden schade college stelt vast verzoekster netto kg kg afromingspercentage verkopen per kg totaal,6
92,rechten echter verkocht afromingspercentage bedrag per kg totaalopbrengst,6
92,schadepost,8
92,komt eveneens vergoeding aanmerking slotsom,8
92,college verzoek schadevergoeding toewijzen verweerder veroordelen betaling bedrag,9
92,,8
92,bestaat tevens aanleiding verweerder veroordelen proceskosten verzoekster kosten grond besluit proceskosten bestuursrecht derde beroepsmatig verleende bijstand vastgesteld,9
92,punt indienen verzoekschrift punt verschijnen ter zitting waarde per punt wegingsfactor college verweerder opdragen betaalde griffierecht verzoekster vergoeden,4
93,grondslag geschil,1
93,uitgebreide weergave verloop procedure wettelijk kader geding belang zijnde feiten omstandigheden zover bestreden wordt verwezen aangevallen uitspraak college volstaat volgende,0
93,optas pensioenen n v optas levensverzekeraar sinds dochteronderneming aegon levensverzekering n v aegon optas tienduizenden polishouders waaronder appellanten sub genoemde natuurlijke personen levensverzekering aangesloten,8
93,september optas dnb verzocht stemmen voorgenomen overgang rechten verplichtingen alle levensverzekeringen gehele verzekeringsportefeuille juridische fusie optas verdwijnende rechtspersoon aegon verkrijgende rechtspersoon optas drie landelijke dagbladen bekendgemaakt voornemens ingang januari rechten verplichtingen alle overeenkomsten levensverzekering portefeuille optas laten overgaan aegon voornemen optas november staatscourant nr mededeling gedaan daarbij vermeld polishouders binnen dagen dagtekening staatscourant dnb schriftelijk verzetten overgang indien vierde polishouders binnen termijn overgang verzet overgang volgen,8
93,brief november fnv havens dnb meegedeeld waarom polishouders bedenkingen overgang december gesprek tussen dnb fnv havens plaatsgevonden e mail december fnv havens dnb bedankt noemt hoorzitting opmerkingen nogmaals kort weergeven e mail december dnb fnv havens reactie hierop meegedeeld helder beeld gekregen zorgpunten dnb aanvullende vragen laat weten,8
93,besluit februari instemmingsbesluit dnb ingestemd overgang rechten verplichtingen alle levensverzekeringen juridische fusie besluit datum bekendgemaakt toezending optas aegon,8
93,e mail maart fnv havens dnb kort gezegd meegedeeld vanaf maart wandelgangen aegon hoort dnb goedkeuring verleend hierover terugvinden daarbij gevraagd stand zaken betrekking voorgenomen fusie tussen optas aegon publicatie staatscourant beslissing dnb e mail maart dnb hierop gereageerd mededeling vanwege geheimhoudingsplicht ingaan uitkomst beoordeling daarbij dnb opgemerkt besluit wordt toegestuurd overdragende verzekeraar indien sprake instemmend besluit verzekeraar communiceren via staatscourant reactie hierop fnv havens dnb brief maart verzocht binnen tien dagen geven dnb bezwaren opmerkingen zorgpunten omgegaan bijgedragen veilig stellen belangen polishouders,8
93,aegon staatscourant april nr polishouders bekendgemaakt instemming dnb verleend besluit februari rechten verplichtingen alle levensverzekeringen overgegaan aegon ingang april dag volgende waarop notariële akte fusie verleden,8
93,reactie brief fnv havens maart dnb fnv havens brief april geïnformeerd procedure doorlopen meegedeeld vierde polishouders voorgenomen overgang verzet waarna dnb zoals mededeling aegon staatscourant afgeleid instemming verleend overgang rechten verplichtingen optas aegon daarbij dnb opgemerkt feit instemming verleend geconcludeerd dnb mening bezwaren fnv havens geuit kader overgang afdoende geadresseerd,8
93,mei mei respectievelijk appellanten sub appellanten sub bezwaarschrift ingediend instemmingsbesluit,8
93,besluit augustus bestreden besluit waartegen beroep rechtbank gericht dnb bezwaren appellanten ontvankelijk verklaard volgens dnb bezwaarschriften eerst afloop bezwaartermijn ingediend terwijl redelijkerwijs geoordeeld verzuim verschoonbaar geacht uitspraak rechtbank,0
93,rechtbank beroep appellanten ongegrond verklaard,8
93,rechtbank zover hoger beroep belang volgende overwogen,0
93,volgens vaste rechtspraak bijvoorbeeld uitspraken college beroep bedrijfsleven februari ecli nl cbb afdeling bestuursrechtspraak raad state februari ecli nl rvs dient belanghebbende middel kennisgeving publicatie hoogte gesteld juiste wijze bekendgemaakt besluit beginsel binnen twee weken nadat bestaan besluit hoogte geraakt daartegen komen wettelijke termijn vangt opnieuw,0
93,geschil appellanten brief dnb april bestaan instemmingsbesluit hoogte geraakt binnen twee weken daarna bezwaar gemaakt besluit zover appellanten moeten gevolgd standpunt dnb ten onrechte voldaan artikel awb biedt reden twee weken termijn wijken eventuele schending mededelingsplicht bedoeld artikel laat onverlet binnen twee weken bezwaar gemaakt ditzelfde geldt stelling appellanten pas kennisneming instemmingsbesluit inhoud daarvan verantwoorde afweging gemaakt maken bezwaar besluit daargelaten appellanten mei besluit bezwaar gemaakt terwijl pas juli besluit inhoud daarvan kennis genomen volgt,8
93,genoemde vaste rechtspraak gaat appellanten hoogte gebracht precieze inhoud bewoordingen instemmingsbesluit hoogte geraakt bestaan besluit wijze waarop appellanten hoogte geraakt bestaan instemmingsbesluit noch pas nodige correspondentie dnb gebeurd daarbij ter zake moment appellanten bestaan instemmingsbesluit hoogte geraakt immers summier bezwaarschrift indienen desgewenst verzoek gronden bezwaar mogen aanvullen nadat inhoudelijk informatie verkregen mocht grond informatie geconcludeerd bezwaren fnv havens geuit kader portefeuilleovergang afdoende geadresseerd appellanten bezwaren desgewenst intrekken gang zaken nauwelijks kosten gemoeid zodat fnv havens genoemde plicht zorgvuldig efficiënt financiële middelen gaan reden ander oordeel leiden beoordeling geschil hoger beroep,8
93,appellanten voeren rechtbank ten onrechte overweegt zaak redenen wijken jurisprudentie ontwikkelde lijn belanghebbende afloop reguliere bezwaartermijn termijn maximaal twee weken nadat belanghebbende kennisgenomen besluit rechtbank gaat eraan voorbij termijnoverschrijding feit sinds moment appellanten ermee bekend instemmingsbesluit genomen twee weken verlopen volledig wijten handelen dnb dnb deed appellanten bijzonder fnv havens buiten procedure houden liet hen zoveel mogelijk ongewisse voortgang procedure oog daarop termijnoverschrijding verschoonbaar bijzonder wijzen appellanten volgende dnb stelde appellanten pas brief april ervan hoogte instemmend besluit genomen terwijl appellanten pas maandag april brief kennis nemen dnb frustreerde verzetprocedure nodigde fnv pas gesprek december afloop verzettermijn polishouders dnb deed mededeling instemmingsbesluit zoals bedoeld artikel algemene wet bestuursrecht awb terwijl daartoe gehouden e mail maart verschuilt dnb achter geheimhoudingsplicht brief april dnb pas afloop reguliere bezwaartermijn verstuurde blijkt dnb bezwaren fnv havens portefeuilleovergang geadresseerd appellanten pas uitspraak voorzieningenrechter rechtbank rotterdam juli ecli nl rbrot kennis nemen inhoud instemmingsbesluit,8
93,volgens dnb termijnoverschrijding verschoonbaar appellanten konden bezwaarschriften binnen geldende bezwaartermijn indienen april kennis konden nemen bestaan instemmingsbesluit zelfs wanneer uitgangspunt wordt genomen appellanten pas brief dnb april hoogte gebracht instemmingsbesluit sprake verschoonbare termijnoverschrijding appellanten onverwijld uiterlijk binnen twee weken kennisneming april bestaan instemmingsbesluit bezwaar gemaakt,8
93,geschil instemmingsbesluit februari dnb grond artikel awb toezending optas aegon bekend gemaakt daarmee staat vast appellanten bezwaarschriften ingediend binnen bezwaartermijn zes weken artikelen awb,8
93,ten aanzien afloop termijn ingediend bezwaarschrift blijft ontvankelijkverklaring grond daarvan achterwege indien redelijkerwijs geoordeeld indiener verzuim staat artikel awb oordeel redelijkerwijs geoordeeld indiener bezwaarschrift verzuim vereist spoedig redelijkerwijs mogelijk bezwaar maakt nadat besluit hoogte geraakt belanghebbende zijnde aanvrager nemen besluit bekend redelijkerwijs bekend maken bezwaar ieder geval verwijtbaar laat doet binnen twee weken nadat weten gekomen besluit genomen belangen raken zie bijvoorbeeld uitspraak college februari ecli nl cbb r o,0
93,aldaar aangehaalde jurisprudentie afhankelijk omstandigheden geval later ingediend bezwaarschrift verwijtbaar laat aangemerkt,8
93,geschil appellanten brief dnb april waarvan eigen zeggen april kennis nemen bestaan instemmingsbesluit hoogte geraakt bezwaarschriften mei respectievelijk mei ingediend later gedaan twee weken nadat instemmingsbesluit hoogte geraakt oordeel verwijtbaar laat merken ziet college appellanten aanvoeren aanknopingspunt appelanten gewraakte handelwijze dnb zowel instemmingsbesluit stond weg binnen twee weken nadat hoogte geraakt instemmingsbesluit summier bezwaarschrift dienen appellanten zitting college aangevoerd mededeling dnb april cryptisch fnv havens alle reden verwachten dnb basis verschafte informatie volledige compensatie aegon eisen volgens hen fnv havens tijd wellicht goed vertrouwen neemt weg zoals rechtbank terecht overwogen belang precieze inhoud instemmingsbesluit brief april hoogte bestaan besluit daarbij doet zoals rechtbank evenzeer terecht overwogen wijze waarop appellanten hoogte geraakt instemmingsbesluit ter zake,8
93,rechtbank terecht geoordeeld dnb bezwaren appellanten instemmingsbesluit terecht ontvankelijk verklaard vanwege verschoonbare termijnoverschrijding,8
93,hoger beroep slaagt college aangevallen uitspraak bevestigen,0
93,college ziet reden proceskostenveroordeling,0
94,grondslag geschil,1
94,uitgebreide weergave verloop procedure geding belang zijnde feiten omstandigheden zover bestreden wordt verwezen inhoud bestreden uitspraak accountantskamer ingelast wordt beschouwd college volstaat volgende,0
94,naam ra naam naam ra naam staan registeraccountants ingeschreven register nederlandse beroepsorganisatie accountants werkzaam naam plaats,2
94,appellant mede directeur naam b v naam aannemersbedrijf plaats appellant aandeelhouder naam b v naam b v bezat aandelen naam aandelen naam b v naam,2
94,appellant ex echtgenote via advocaten januari naam opdracht gegeven beide partijen neutraal financieel adviseur informeren omtrent waarde naam inclusief deelnemingen per oktober omtrent appellant redelijkheid verwerven inkomen via vennootschappen pensioen eigen beheer verder behoefte inzicht verloop rekening courantschuld afgelopen jaren,1
94,e mailbericht februari naam afspraken bevestigd toepassing zijnde leveringsvoorwaarden verstuurd daarbij vermeld werkzaamheden maandelijks factureren basis bestede tijd uurtarief vermeld,8
94,naam concept rapport september partijen voorgelegd hen gevraagd reageren e mailbericht september advocaat appellant aangegeven appellant vinden bevindingen concept rapport,1
94,definitieve rapport februari stand gekomen,8
94,mei naam appellant gesproken aanleiding interne klacht appellant ingediend naam naam klacht ongegrond verklaard,2
94,appellant begin januari accountantskamer klacht ingediend naam naam uitspraak accountantskamer,2
